BCVAP_2012.ObamaD_12G_President,BCVAP_2012.RomneyR_12G_President,BCVAP_2012.X12G_President_abstain,HCVAP_2012.ObamaD_12G_President,HCVAP_2012.RomneyR_12G_President,HCVAP_2012.X12G_President_abstain,OCVAP_2012.ObamaD_12G_President,OCVAP_2012.RomneyR_12G_President,OCVAP_2012.X12G_President_abstain,WCVAP_2012.ObamaD_12G_President,WCVAP_2012.RomneyR_12G_President,WCVAP_2012.X12G_President_abstain,CD,sldu172
0.006320257593408705,0.0009652303528073619,0.005355027240597889,0.0029222503466722924,0.0020828809423378424,0.0008393694043385082,0.012698674760750848,0.006394788877424255,0.019093463638173835,0.002201333708151293,0.0001361216986040055,0.0023374554067559236,0.0,0.0
0.009732918787259976,0.002549584253156711,0.007183334534101703,0.0013389261997146032,0.0019936688261288295,0.0006547426264144413,0.01171735592113284,0.009460099038581742,0.021177454959716586,0.0017717752969621079,0.00017104673328172354,0.001600728563679509,0.0,0.0
0.003150029222425622,0.0030735397740635976,0.0062235689964916475,0.003277942400476868,0.006114702108293624,0.0028367597078238485,0.007495183022489825,0.0002602252510147079,0.007234957771476869,0.0017721574469753865,0.00058840602074883,0.002360563467723629,0.0,0.0
0.006280408981168369,0.0006996027699103123,0.005580806211260642,0.007074720087257185,0.00047140687201335975,0.006603313215241261,0.008850401189494653,0.013083218507791766,0.021933619697284516,0.0015572735064078819,0.0002526139831537982,0.0018098874895583431,0.0,0.0
0.0017074466179012756,0.0012034589754392963,0.0005039876424618406,0.0008308607398749035,0.005003777071380223,0.0058346378112572985,0.013076533413059315,0.00863865811545682,0.021715191528516992,0.0003353352658745811,0.00011565329148256576,0.00021968197439001645,0.0,0.0
0.0017976277704353472,0.004407744590834243,0.006205372361275169,0.0006929776084492197,0.00010653409615755113,0.0007995117046020909,0.01183524471521467,0.006484942553752174,0.018320187268964876,0.0005982422089783239,0.0013326433841035872,0.0019308855930812315,0.0,0.0
0.0075356407856141195,0.004486723477236082,0.0030489173083754345,0.006383058973822373,0.006758598933813908,0.0003755399599910501,0.009706279010553468,0.011652120231245292,0.021358399241797683,0.0011544390782005282,1.0495152146693724e-05,0.001164934230347367,0.0,0.0
0.0024584737807273748,0.0024669585276178747,8.484746893473461e-06,0.0011822454089162253,0.003821329443272471,0.0026390840343560006,0.012024158310933083,0.009624932446957682,0.02164909075788842,0.0008105462523589597,1.137500964616569e-05,0.000799171242713816,0.0,0.0
0.0026229174867813424,0.0007058082074489458,0.003328725694232078,0.0005427967076911195,0.0031594326706602667,0.002616635962968368,0.017557763994583194,0.007866783719324331,0.02542454771390499,0.0011619615244315563,0.0005322557760674285,0.0016942173004998796,0.0,0.0
0.005234543292372015,0.002684509483173984,0.0025500338091990044,0.0038718700238979304,1.8809825807240423e-05,0.0038906798497062092,0.01067634325806627,0.007303417163444491,0.017979760421512093,0.0001897398314375556,1.8021010285234415e-05,0.00020776084171962735,0.0,0.0
0.007075660042558168,0.0047815504637194976,0.0022941095788391198,0.0001905569318758972,0.00038937203372929645,0.0001988151018557867,0.01311506204472756,0.0065978347289895635,0.019712896773714687,0.0020314960599013086,0.0010698879587522413,0.0009616081011518008,0.0,0.0
0.004544980898185931,0.006268755447398098,0.010813736345585773,0.0013253099107784082,0.0033065891789852975,0.001981279268208057,0.015222173279288426,0.0052349610582105395,0.020457134337497337,0.0012457398794047166,0.0022474667222075035,0.003493206601612979,0.0,0.0
0.0020853233856888585,0.00295010856202528,0.005035431947713935,0.0023269953535290776,0.0023943679399960147,6.737258646464768e-05,0.012356578287451127,0.008264959318763825,0.02062153760621504,0.00020003777374767948,0.000825107621741626,0.0010251453954874896,0.0,0.0
0.0012031435225034587,4.7060316341818965e-05,0.0012502038388457744,0.0033133966200137492,0.002404072657336728,0.0009093239626791958,0.011514275025102407,0.0069987622977442454,0.018513037322846627,4.468669255020723e-05,0.0009381748934653365,0.000982861586015337,0.0,0.0
0.0033164902308977177,0.00045037035379645075,0.002866119877102833,0.003043731974293022,0.0005475744284251662,0.0024961575458684847,0.009940625835225479,0.006882051916052224,0.01682267775127412,0.00012978918030865603,0.00046098569218433743,0.0005907748724934767,0.0,0.0
0.0006662581263134934,0.002686610284624593,0.0020203521583114464,0.0006495252869432708,0.0015713415773161731,0.0022208668642593045,0.007341950727346199,0.008823131284907698,0.01616508201224593,5.258040226666829e-05,3.708094065727244e-05,1.549946160952972e-05,0.0,0.0
0.013262696039516525,0.009182810423788115,0.004079885615726725,0.0019662013758083023,0.0015659780365484617,0.00040022333926071225,0.008894841254109736,0.007431760723183951,0.016326601977293367,0.0014409952112071748,0.0005464224817734566,0.0008945727294336455,0.0,0.0
0.0016278460910736335,0.0004394432553379175,0.0011884028357373282,0.0014591587135765376,0.0035093861628182578,0.002050227449241513,0.01213766258235031,0.0074628762916818785,0.01960053887403105,0.00038052717869644634,0.0004557271515761988,0.0008362543302727342,0.0,0.0
0.007093674625856426,0.0024003232807880957,0.00469335134506728,0.0025074418183189257,0.003439218111741207,0.0009317762934187712,0.010545295400480919,0.011170970696160808,0.02171626609664596,0.0027130614529880964,0.0015079689791064885,0.001205092473882509,0.0,0.0
0.005705929419560638,0.0012614502711517268,0.004444479148409832,0.000971524866016954,0.00556981751887968,0.004598292652861979,0.013247986072202232,0.007030187535279224,0.02027817360748068,0.0014295631183977428,0.0015512046593577139,0.00012164154095784117,0.0,0.0
0.0020072951585013545,0.004254994223784745,0.002247699065285978,0.0022923874126973805,0.000924438097939464,0.0013679493147598168,0.007446797607622543,0.007738749405920188,0.015185547013543792,0.0005231507076392175,0.0002554701754216904,0.00026768053222222843,0.0,0.0
0.0004605391269885339,0.0004930149190777445,0.0009535540460657746,0.00142477986272826,0.000530915349398459,0.001955695212127984,0.010783880326631122,0.005441190903443259,0.016225071230076684,0.0006776470427649899,0.000586183320042527,0.001263830362806994,0.0,0.0
0.006292149189636084,0.0008667467550640259,0.007158895944698925,0.006029408383315692,0.0021934829533684945,0.008222891336687375,0.009512462683371739,0.003174101647109681,0.012686564330482457,0.0007334049744790307,0.00020639679545625557,0.0005270081790237615,0.0,0.0
0.0010173962320471851,0.002476357432810434,0.0014589612007615423,0.0041008938427486335,0.00023871217765007233,0.004339606020402815,0.013000614679831051,0.009408203854016223,0.02240881853385179,4.809789773745173e-05,7.62261644942678e-05,0.00012432406223490336,0.0,0.0
0.004551555059275037,0.0030316401576967003,0.001519914901579382,0.00048043648644785606,0.005010571028696525,0.005491007515143968,0.012812465778165938,0.008933650884646675,0.021746116662811364,0.001311690218117489,0.001566554921358693,0.0028782451394753676,0.0,0.0
0.009418678544045404,0.011249313512261187,0.0018306349682129727,1.9942650620442348e-05,0.0001520342326072547,0.0001719768832337902,0.007019694422192268,0.011592731989878475,0.018612426412071465,0.002686188930840337,0.008059507859562354,0.010745696790404168,0.0,0.0
0.0032526555369161935,0.0015919694242888746,0.00166068611262891,0.0007883898940371843,0.0009717244176123065,0.0017601143116509719,0.013475177099595531,0.004931199496986108,0.008543977602620122,0.0016331838125755098,0.0005836022491197901,0.0010495815634566682,0.0,0.0
0.01405849030451045,0.012295644007134565,0.0017628462973753025,0.0024634796238763436,0.000804168259844888,0.001659311364026491,0.01241964906497652,0.0023247974886828034,0.014744446553660629,0.0021248953888643707,0.005619892485375767,0.003494997096512443,0.0,0.0
0.005795684411933479,0.008626447081457933,0.0028307626695208282,0.0035338185641501725,0.0056069001647481706,0.0020730816006004934,0.018011966951641943,0.0018261222789932472,0.019838089230633457,0.0013691599169077268,0.0003959599298341046,0.0017651198467382413,0.0,0.0
0.009331306309681485,0.004139516453831163,0.005191789855849491,0.00014596835725672982,0.00026618961205529166,0.0001202212548019999,0.0129258961083298,0.007210411111276888,0.02013630721960584,0.0013807718894292944,2.6059207323573367e-05,0.0014068310967501388,0.0,0.0
0.005234657055982263,0.009032079952641808,0.0037974228966549074,0.0001850172795493451,0.00010907441429181204,7.594286525749963e-05,0.011653468806044126,0.010649667030970894,0.022303135837016347,0.0018547039305129044,0.000361825982435466,0.0014928779480761134,0.0,0.0
0.006042837972709212,0.004342592555520391,0.01038543052823316,0.0015188513761841959,0.0018417818624231553,0.0033606332386050975,0.011028226352814835,0.007075500038006166,0.018103726390814093,0.0019853893329058645,0.0019485967306490577,0.0039339860635574765,0.0,0.0
0.0035108393490912615,0.0011454525016772652,0.002365386847406651,0.006471642832970516,0.000990826347076088,0.0054808164858983315,0.017829539312361795,0.009176367980419715,0.027005907292780493,0.0007034329017767969,0.0005272950972139874,0.0012307279989867354,0.0,0.0
0.000707238964295376,0.00083419430394216,0.0015414332682354764,0.000559825233893764,0.00096406843448703,0.00040424320059361874,0.013574491082453566,0.005316200593675932,0.018890691676126923,0.0007342548153434748,0.0026729138372367494,0.001938659021894492,0.0,0.0
0.005628563432474455,0.008760497496779335,0.0031319340643146034,0.0008405959680484309,0.001162829535853569,0.00032223356780310136,0.004195592937529548,0.010079850897849118,0.01427544383538605,0.0006320282681132655,0.0026226986324866227,0.0019906703643759963,0.0,0.0
0.004734626365924477,0.0011112550264179843,0.003623371339507575,0.00010987386430442477,3.7631097705580625e-05,7.224276659983567e-05,0.006055905479498368,0.012305381926852597,0.01836128740635514,0.0013912585200258753,0.00043108684257337615,0.001822345362593933,0.0,0.0
2.2447970113107095e-05,0.0009605630415060908,0.0009830110116247214,0.0004969936742842027,0.00022493975140781944,0.0007219334256891184,0.010352912956675217,0.012419124923151196,0.022772037879819636,0.002779556213853989,0.0012001980671691925,0.003979754281019997,0.0,0.0
0.006621916866379735,0.004024571906024786,0.0025973449603467077,9.464480575099221e-05,0.0007337214236779232,0.0008283662294272508,0.018070446590467762,0.00678075601853326,0.024851202609001616,0.0013573545285502483,0.0033953457021750257,0.002037991173624602,0.0,0.0
0.008430139177463906,0.03068553777973839,0.022255398602286373,0.001231904179850906,0.00024140093607137513,0.0009905032437807707,0.016330515116479656,0.011602173907933869,0.027932689024420407,0.006014738964923932,0.0004478556645607025,0.0055668833003625325,0.0,0.0
0.00037211812731292117,0.00017203856826649756,0.0005441566955883245,5.3251006723987214e-05,3.753224661082442e-05,9.078325333412705e-05,0.009243983968965317,0.006588351996656458,0.015832335965619632,0.0022950693746476647,0.00011720762603979505,0.0024122770006887203,0.0,0.0
0.005058595167535149,0.00034256599379431396,0.005401161161329316,0.0003551648718732265,0.0006702166130633418,0.000315051741191639,0.011954073703435805,0.008132167140182214,0.020086240843616165,0.00019072391851194438,0.004228272805265069,0.004037548886752661,0.0,0.0
0.009460335032198803,0.01691773585122134,0.007457400819022392,4.613529684373258e-05,7.200079241075141e-05,0.00011813608925747174,0.011432998344274485,0.013109351840031473,0.02454235018429982,0.00038317010159033153,0.004065124037854054,0.0036819539362608266,0.0,0.0
0.006450812367498822,0.0010652314819763688,0.005385580885516872,0.0004902428220564301,0.000735976442336927,0.0002457336202777292,0.015515802229448554,0.005986568763614292,0.021502370993066296,0.000627253851003591,0.0009742412801760736,0.0016014951311794868,0.0,0.0
0.003380862465107919,0.002082628723314289,0.0054634911884199,0.001173875053356271,0.0007761082754545516,0.00039776677790207964,0.007238149451275555,0.008618757593475464,0.015856907044757628,7.234989951031077e-05,0.00118362202251906,0.0011112721230116544,0.0,0.0
0.005547187323404161,0.001975023990754313,0.003572163332655304,0.0013340528834808584,0.0011967665035225797,0.0025308193870003824,0.019106028750281327,0.001975603314040416,0.021081632064326856,0.0004134568607858898,0.0007468702690920679,0.000333413408312493,0.0,0.0
0.0030841992617999577,0.005444437263692675,0.0023602380018885303,3.830497202170322e-05,0.0020088440072614138,0.002047148979284782,0.018295083111762308,0.011387947382786692,0.006907135728977651,0.000698114263938658,0.004450934973311017,0.0037528207093795187,0.0,0.0
0.006662497392490109,0.005019419325916052,0.0016430780665787062,0.013860822653546613,0.0021457112084028985,0.011715111445143032,0.02476711029591494,0.000263206878789137,0.024503903417121553,0.0029030075049219744,0.0002223954492130359,0.0026806120557033865,0.0,0.0
0.0006053800062385415,0.004674213813499755,0.004068833807258028,0.003604196231666624,0.003113615050474796,0.0004905811811922176,0.012413123679693203,0.004633767891783902,0.017046891571480996,0.00020750060857876776,0.0012064046264691393,0.0014139052350435426,0.0,0.0
