BCVAP_2012.ObamaD_12G_President,BCVAP_2012.RomneyR_12G_President,BCVAP_2012.X12G_President_abstain,HCVAP_2012.ObamaD_12G_President,HCVAP_2012.RomneyR_12G_President,HCVAP_2012.X12G_President_abstain,OCVAP_2012.ObamaD_12G_President,OCVAP_2012.RomneyR_12G_President,OCVAP_2012.X12G_President_abstain,WCVAP_2012.ObamaD_12G_President,WCVAP_2012.RomneyR_12G_President,WCVAP_2012.X12G_President_abstain,X12G_President_CVAP.ObamaD_12G_President,X12G_President_CVAP.RomneyR_12G_President,X12G_President_CVAP.X12G_President_abstain,CD,sldu172,sldl358
124.98840049099226,24.121274890037736,131.89032461897352,12.355730415373134,3.5996044317601137,25.04466515286686,49.22546948507836,19.16696664481487,28.607563870108024,74.92447130296736,707.4129152475542,656.6626134494699,0.0,0.0,0.0,4,3,8
96.21643343143735,20.744097105501766,120.03946946306206,57.40436465575166,17.185615739414253,124.41001960483345,12.671902609275925,4.759871215400499,7.568226175323725,62.88664072267563,1137.000230360002,1334.113128917349,0.0,0.0,0.0,4,5,57
24.921437036112575,4.749023224906422,24.32953973898112,10.836704063450217,2.932787285193027,20.230508651356477,8.497364253805488,3.1624990423505115,4.340136703844096,63.90417861402811,638.2448316804819,418.85098970549745,0.0,0.0,0.0,4,3,8
42.00274028784636,8.393227334246854,39.60403237790811,3.45072068695409,1.0199112506377146,6.5293680624082455,23.56283696547299,8.412977072137439,12.024185962389568,59.19318054755239,711.340304422706,873.4665150297791,0.0,0.0,0.0,4,3,57
0.0,0.0,0.0,1.2264581537926398,0.3595034959632916,2.41403835024408,8.338219817975473,6.567908638838976,9.093871543186056,5.079873609705381,166.05418105643616,156.8659453338564,0.0,0.0,0.0,4,3,57
243.4036068655884,38.98810864617275,685.6082844882574,37.11170427474568,11.096517740018202,74.79177798523534,17.816637240984647,7.081684981426789,10.101677777588458,87.6393176285548,260.96785110242763,307.39283126901427,0.0,0.0,0.0,4,3,8
304.90646491961496,16.34787996263985,594.7456551177484,42.707387387262756,9.242481833613134,84.05013077912417,16.523128796646585,5.525216313646613,8.951654889706557,135.14229421114692,118.8721766534747,602.9855291353844,0.0,0.0,0.0,4,3,8
44.9411587272159,5.1950253434716,408.8638159293156,28.022234979449433,4.881892557584252,96.09587246296583,10.37670651235798,3.43082151776374,6.192471969878399,22.389503128415075,40.91000864916883,262.7004882224207,0.0,0.0,0.0,4,3,8
83.28314132429115,36.07321444784006,203.64364422786588,22.952393806202856,6.978425083317407,49.06918111047909,1.4679072040994283,0.6234788493529081,0.908613946547685,50.107771230928044,514.620008804526,642.2722199645718,0.0,0.0,0.0,4,5,57
14.535826909027115,28.655786663502187,2643.808386427475,13.309043777944623,23.89385780316495,1577.7970984188921,13.467376259830901,15.706458567117009,25.826165173051653,7.851823457540891,212.00210094286535,2949.1460755995586,0.0,0.0,0.0,4,5,8
66.24040511674569,49.975064842019,1568.7845300412391,58.81294988535873,50.54478253308572,662.6422675815473,21.515577130784173,9.28007791809846,13.204344951117234,35.56454545804434,409.4683343925229,1510.9671201494257,0.0,0.0,0.0,4,5,8
122.35034594203115,38.13881183031238,213.51084222765869,50.56706706085444,13.62665270680119,108.80628023234786,17.419782421849394,7.939730904369914,9.640486673781353,66.7564409874209,722.6133859276422,671.6301730849558,0.0,0.0,0.0,4,3,8
11.335218694416916,2.603516423301741,12.061264882281499,4.58102645300655,1.300356452133756,9.1186170948594,11.068704199025214,4.170455172560628,5.760840628413737,63.975618398110605,454.8082901697365,320.2160914321442,0.0,0.0,0.0,4,3,11
46.419567253752405,15.929621065665367,96.65081168058191,16.256041905775778,5.010099759488713,36.73385833473576,6.352438142227567,2.756525125739853,3.8910367320323718,26.727762573851642,311.3058347178031,444.96640270834473,0.0,0.0,0.0,4,3,11
69.29276861026317,19.349064884340603,97.35816650539697,23.49437284256776,7.622919963609231,48.88270719382391,12.160421305964471,4.7219961671892,7.117582526846473,41.62318700185713,311.576820598386,548.7999923997611,0.0,0.0,0.0,4,3,8
139.92628964098878,53.867286317389485,303.2064240416212,22.16722358608664,4.725208405212228,46.10756800870152,6.361541854895006,2.765824000286282,3.872634144818777,77.74071136780611,891.8351607976784,1097.424127834527,0.0,0.0,0.0,4,3,11
111.5253366840424,53.3867388433306,254.08792447262786,54.85969414208169,18.279129635054982,127.86117622285788,51.23613380368056,24.315724258183533,33.44814193813645,62.49441229575914,903.8392572622873,826.6663304419467,0.0,0.0,0.0,4,3,8
84.20039800096696,39.51133528519117,193.28826671384314,32.242871136054106,10.251981045066056,68.50514781888158,6.728913733218183,2.405449056866921,3.865637209914844,45.97654587757149,465.837608006871,344.1858461155559,0.0,0.0,0.0,4,3,8
56.24856924263144,48.96896677259624,242.7824639847744,40.527116249703376,21.07644742677217,137.39643632352465,11.659926202202831,5.492812324588032,6.847261473209304,32.35339851665343,821.7166382620497,452.9299632212863,0.0,0.0,0.0,4,3,8
38.79113016209071,7.523376844767622,37.68549299314187,15.449504193357821,3.9184328954542,27.63206291118789,3.135714413332296,1.2013628531597882,1.6629227335078982,68.93544514300703,485.22514898761693,579.8394058693966,0.0,0.0,0.0,4,3,8
61.34223761534954,15.031746980965682,70.6260154036867,6.498070478384708,1.7949101445969329,12.707019377018506,2.5192190426080003,1.0123814719824447,1.4683994854094597,46.01061468675186,684.2543779929516,899.7350073202645,0.0,0.0,0.0,4,3,8
