"","ccount.BCVAP_2012.RomneyR_12G_President","ccount.HCVAP_2012.RomneyR_12G_President","ccount.WCVAP_2012.RomneyR_12G_President","ccount.OCVAP_2012.RomneyR_12G_President","ccount.X12G_President_CVAP.RomneyR_12G_President","ccount.BCVAP_2012.ObamaD_12G_President","ccount.HCVAP_2012.ObamaD_12G_President","ccount.WCVAP_2012.ObamaD_12G_President","ccount.OCVAP_2012.ObamaD_12G_President","ccount.X12G_President_CVAP.ObamaD_12G_President","ccount.BCVAP_2012.X12G_President_abstain","ccount.HCVAP_2012.X12G_President_abstain","ccount.WCVAP_2012.X12G_President_abstain","ccount.OCVAP_2012.X12G_President_abstain","ccount.X12G_President_CVAP.X12G_President_abstain"
"75",103963.277715088,245782.942262645,4072760.19959918,138486.141989094,7073.8043826642,918383.321118335,1105151.98650937,944305.112528825,337390.608723614,4580.57087272193,1007530.40116658,2858529.071228,3947926.687872,210214.249287292,84.6247446138546
"76",103924.158371069,242269.411351513,4079667.47446509,139995.289920254,7086.12519429939,920379.577397474,1120963.20353469,926208.173398918,336805.212509484,4607.79098292373,1005573.26423146,2846231.38511379,3959116.35213599,209290.497570261,45.0838227768762
"77",97844.5144316763,243255.337041844,4078898.33288029,142236.781136481,7081.05629943871,914237.164636363,1126226.08114115,930130.977960637,335108.88662746,4604.43555560562,1017795.32093196,2839982.58181701,3955962.68915908,208745.332236058,53.5081449556728
"78",102241.513409827,243818.716947214,4075908.72502325,140002.387115366,7046.2543508782,911725.660528799,1123183.90700745,932024.432207047,336735.317348905,4639.90865970701,1015909.82606137,2842461.37604533,3957058.84276969,209353.295535732,52.8369894147916
"79",104756.157905024,242770.790850196,4070497.90756798,144320.846949156,7057.53657133866,907859.057041318,1124877.99901302,937956.554400972,333467.686482015,4631.10467720474,1017261.78505366,2841815.21013677,3956537.53803104,208302.466568829,50.3587514565919
"80",107023.799486123,244595.453961358,4073753.9105238,137833.253342725,7034.74902536171,904523.89188051,1122588.64068867,936955.703937228,341708.223919716,4658.95405510332,1018329.30863336,2842279.90534999,3954282.38553896,206549.522737559,45.2969195349568
"81",107399.580868393,242861.591946495,4077093.14702655,138589.563648624,7036.8361298704,910908.423160898,1117744.7693338,925782.746101596,348070.868577588,4638.58887743867,1011568.9959707,2848857.6387197,3962116.10687185,199430.56777379,63.5749926909262
"82",101142.714687477,241138.752663675,4081336.09877413,138423.504382769,7074.83508072172,901358.469304195,1122036.7879807,936194.172085012,342449.582812664,4608.74552925893,1027375.81600833,2846288.45935564,3947461.72914087,205217.912804568,55.419390019344
"83",97805.2773565629,248089.173468293,4078734.53198868,139263.547614943,7045.96639004482,909873.282276322,1113657.17134013,937932.643267474,342682.725002555,4645.37658015645,1022198.44036711,2847717.65519156,3948324.82474384,204144.727382503,47.657029798722
"84",101008.201051622,250818.97445967,4075284.12936153,134668.991305208,7049.06332748383,913186.064475135,1118841.23195377,932743.342026126,339269.646483231,4631.4110522742,1015682.73447325,2839803.79358657,3956964.52861236,212152.362211562,58.525620241964
"85",101456.873579771,259323.333414173,4062105.96356398,136786.166944582,7039.74805971692,905920.740411605,1137425.13681155,924022.456298715,337581.115175777,4636.16148778019,1022499.38600862,2812715.5297743,3978863.58013731,211723.71787964,63.0904525028827
"86",102221.626155566,257909.574245152,4068244.86293034,135684.065954301,7051.37003542948,884936.566293683,1137927.11614505,938013.920016863,342385.090070483,4626.05545791658,1042718.80755075,2813627.30960982,3958733.21705279,208021.843975216,61.5745066539391
"87",103151.04791182,248521.233634477,4077294.39098558,135199.047158817,7044.35895402232,894439.339370006,1119781.52597531,942049.600249288,348083.36966772,4630.24092743573,1032286.61271817,2841161.24039022,3945648.00876509,202808.583173464,64.4001185419503
"88",105047.545012708,247117.916080521,4079123.82822021,132522.998868482,7038.25921606452,888566.602012641,1126900.13999636,933537.197075471,355011.407266997,4646.23840518756,1036262.85297465,2835445.94392312,3952330.97470431,198556.593864522,54.5023787479098
"89",110095.805675912,244626.7738887,4080444.71863407,129604.663596427,7005.61080958427,889883.74736925,1116426.10718453,940887.816804757,356304.960362735,4679.27405857855,1029897.44695484,2848411.11892678,3943659.46456118,200181.376040839,54.1151318371747
"90",110132.879689585,249182.360557252,4075260.84766072,127585.622648918,7010.34905527854,901930.904689193,1117479.66535233,934103.908641774,349510.062202885,4675.82676235938,1017813.21562122,2842801.97409043,3955627.24369752,208995.315148198,52.824182362082
"91",107160.681767836,248821.906097318,4084333.939381,125481.835764921,7012.69131075642,903881.336214101,1121893.34339402,928935.699039083,349389.188820891,4674.09917622208,1018834.98201806,2838748.75050865,3951722.36157989,211219.975414187,52.2095130214952
"92",107579.074200929,243215.637049137,4084328.42626261,128209.208304791,7018.78228795255,904437.45704108,1119318.19735101,926486.399731601,356270.241499154,4671.5013208146,1017860.46875799,2846930.16559986,3954177.17400579,201611.550196059,48.7163912328445
"93",109571.654425016,250323.057181602,4075766.68123679,128086.680680069,7045.02088731818,909632.118980687,1121562.76789922,919526.795857171,352789.911921696,4651.78133509192,1010673.2265943,2837578.17491918,3969698.52290603,205214.407398234,42.1977775898932
"94",109245.253341426,256729.678723429,4072780.73378421,124682.454923708,7067.75106200198,910320.545686379,1118948.37828182,916918.779394093,358071.997848752,4629.25049702016,1010311.20097219,2833785.94299475,3975292.4868217,203336.54722754,41.9984409778628
"95",110037.935331022,254673.288806781,4070458.51305264,127618.903055426,7053.82290218491,900862.69604125,1126411.36561272,920329.198993072,356021.108771097,4624.41969369314,1018976.36862773,2828379.34558052,3974204.28795428,202450.988173479,60.7574041219436
"96",108823.943002133,258848.046559464,4067741.24219675,129282.32422223,7039.91113368893,908349.36520395,1113896.52721042,927475.752549423,353030.727517984,4641.77501319,1012703.69179392,2836719.42623013,3969775.0052538,203777.948259785,57.3138531210688
"97",104496.48980833,258758.477759517,4073678.86991381,129161.278765224,7044.65583810115,902202.932603355,1124492.48833968,928659.899202622,346206.02633515,4649.9605063921,1023177.57758831,2826213.0339008,3962653.23088355,210723.694899624,44.3836555067457
"98",108915.091269255,263021.563345464,4062702.59069319,128992.786023821,7026.24872329273,898347.530254968,1123890.99879847,927581.198161376,353672.905538648,4633.5489533253,1022614.37847577,2822551.43785607,3974708.21114543,203425.308437531,79.2023233819626
"99",108202.160737105,254847.749982906,4074280.27065197,126710.794585931,7015.52649599356,917156.110352098,1117822.53555302,921946.618562216,347901.206776661,4661.80617597317,1004518.72891079,2836793.71446409,3968765.11078584,211478.998637408,61.6673280332576
"100",106970.773387013,252589.565472569,4072271.96552269,128321.534580955,7008.50490454652,907669.022341646,1115919.64544623,928560.705127184,352773.422259348,4671.10288566365,1015237.20427134,2840954.7890812,3964159.32935014,204996.043159698,59.3922097898131
"101",105724.610025232,266917.747125383,4064568.02823344,127929.224771698,7016.77383011668,903240.126927761,1131169.40858859,913366.772113575,357410.791072098,4658.42147409689,1020912.26304701,2811376.84428602,3987057.19965298,200750.984156207,63.8046957864135
"102",107827.440435175,259706.617056839,4072210.97365604,123005.201338168,7031.30251395935,901460.465763647,1125981.10338304,917428.106070687,357656.592575847,4641.30088552923,1020589.09380118,2823776.27956013,3975352.92027327,205429.206085986,66.3966005114043
"103",107549.32889996,262565.343763839,4065887.56902446,126519.839788649,7054.98263235038,902685.517890603,1119441.32309322,922276.212230353,361557.21631567,4629.09695154149,1019642.15320943,2827457.33314294,3976828.21874518,198013.94389568,54.9204161081295
"104",106167.247069707,256726.965965839,4072377.47561775,128035.927583413,7050.60661019498,911639.138621305,1120756.28206956,918040.342873235,355886.674933487,4626.17483926243,1012070.61430899,2831980.75196458,3974574.18150903,202168.397483101,62.218550542584
"105",104393.587290653,256851.345115263,4069824.68869015,129912.141835233,7098.85210088632,923184.524265049,1116499.91586852,909672.234216925,351330.759058475,4589.21562023956,1002298.8884443,2836112.73901621,3985495.07709291,204848.099106291,50.9322788741084
"106",103166.519123875,256567.211331607,4069472.13647213,131492.320117213,7099.26926366216,917996.590499984,1119992.67021732,906669.006550163,359794.306662531,4596.85644452072,1008713.89037614,2832904.11845107,3988850.8569777,194804.373220255,42.8742918171131
"107",104587.528874807,257840.886174597,4069424.58865303,130244.182910973,7094.51877781443,934695.923294179,1112198.62531169,899893.552673372,357663.28387873,4581.66674405045,990593.547831012,2839424.48851373,3995673.85867361,198183.533210298,62.8144781351053
"108",103165.315708059,249308.329039783,4081555.19881592,128158.374337666,7098.04232090435,921411.679604437,1117058.11702338,903083.334612238,359441.017711462,4583.94144850891,1005300.0046875,2843097.55393683,3980353.46657185,198491.607950871,57.0162305867312
"109",105051.391106297,251332.777516314,4077807.27545817,131961.691734997,7098.22149861017,918922.381513289,1112530.8212365,913642.498518692,357951.116620936,4569.26568245281,1005903.22738041,2845600.4012472,3973542.22602315,196178.191644069,71.5128189370166
"110",110617.837298575,250145.603715784,4065495.83051222,134287.25199139,7116.51705020139,928749.163981328,1103502.77632824,926407.549983198,346426.888274469,4567.26436599807,990509.998720098,2855815.61995598,3973088.61950457,205376.859734142,55.2185838005315
"111",110225.812321768,253000.703156283,4067782.34041342,130902.670084306,7095.15571586636,923573.482516181,1116807.64247568,920376.782243181,343546.530190628,4588.95356785464,996077.705162046,2839655.65436802,3976832.8773434,211641.799725065,54.8907162790008
"112",109031.845386335,254528.967969307,4062091.30489976,136691.0333476,7066.71340918359,918613.184998182,1129195.03808665,918967.610293852,337568.457353881,4611.06924238979,1002231.96961548,2825739.99394403,3983933.08480641,211831.509298519,61.2173484266205
"113",107139.533645668,249807.324953835,4078825.73300633,127315.119674983,7086.71413052907,918566.343114664,1132883.98891468,909107.879495943,342018.736472523,4613.81908878488,1004171.12323967,2826772.68613148,3977058.38749775,216757.143852493,38.4667806860469
"114",109233.803645436,252044.816104563,4074732.76955869,129046.744848902,7095.04849681932,920119.915921984,1140284.87237308,894007.060767918,349038.548887477,4600.98231058843,1000523.28043258,2817134.31152235,3996252.16967339,208005.70626362,42.969192592245
