"","ccount.BCVAP_2012.RomneyR_12G_President","ccount.HCVAP_2012.RomneyR_12G_President","ccount.WCVAP_2012.RomneyR_12G_President","ccount.OCVAP_2012.RomneyR_12G_President","ccount.X12G_President_CVAP.RomneyR_12G_President","ccount.BCVAP_2012.ObamaD_12G_President","ccount.HCVAP_2012.ObamaD_12G_President","ccount.WCVAP_2012.ObamaD_12G_President","ccount.OCVAP_2012.ObamaD_12G_President","ccount.X12G_President_CVAP.ObamaD_12G_President","ccount.BCVAP_2012.X12G_President_abstain","ccount.HCVAP_2012.X12G_President_abstain","ccount.WCVAP_2012.X12G_President_abstain","ccount.OCVAP_2012.X12G_President_abstain","ccount.X12G_President_CVAP.X12G_President_abstain"
"83",113318.575219038,239937.355323263,4082283.68674922,125502.257319637,7025.51342575028,887397.292927201,1142826.47740387,931106.932355772,342610.034256691,4654.86562372206,1029161.13185376,2826700.16727287,3951601.38089502,217978.708423674,58.620950527649
"84",107294.570774055,237277.105292477,4088659.73384606,128537.283864565,7011.96894384147,886997.552388786,1124974.63102268,943965.721400476,347556.792508605,4680.15688458146,1035584.87683715,2847212.26368485,3932366.54475348,209996.923626832,46.8741715770596
"85",105292.15993621,243238.744930172,4091485.87728904,125918.538443239,7026.39616050856,893614.15147995,1107638.27550983,952009.240263516,349955.756904042,4670.43019498456,1030970.68858385,2858586.97956001,3921496.88244746,210216.70465272,42.1736445068724
"86",105271.984440593,241607.704741833,4093326.57215272,121540.234240533,7034.94892242865,892384.695507703,1118510.25070725,941780.138558165,352928.856862936,4651.22842672783,1032220.3200517,2849346.04455093,3929885.2892891,211621.908896531,52.8226508435139
"87",105193.892241445,246324.915608193,4085606.65450711,123992.189931108,7016.19402272545,889478.997569131,1126291.6710361,946461.222783243,340604.177837819,4673.69929530261,1035204.11018942,2836847.4133557,3932924.12270965,221494.632231075,49.1066819719218
"88",109157.504425513,241207.450635813,4083181.78912064,129986.870093897,7022.39270248588,883716.553661595,1126466.97415474,948345.480791478,344286.174222575,4664.84574273703,1037002.9419129,2841789.57520946,3933464.7300879,211817.955683529,51.7615547770727
"89",109686.688825765,247119.171170001,4078985.01573726,125895.736057108,7030.08051645539,895873.057772076,1124128.74983583,946288.488624759,338850.334603369,4650.73251599515,1024317.25340216,2838216.07899417,3939718.495638,221344.929339522,58.1869675494441
"90",106270.988164559,244825.844701056,4085949.28386234,124647.051674757,7034.24766102289,899626.816674367,1131687.23418044,939823.343412326,332431.357801197,4651.02894321454,1023979.19516107,2832950.92111851,3939219.37272534,229012.590524046,53.7233957625589
"91",105402.838508785,240370.68354655,4086307.74237539,128628.110448782,7026.34635230507,901587.207202945,1125261.7318996,941344.486456998,336320.498156535,4650.12887362284,1022886.95428826,2843831.58455384,3937339.77116764,221142.391394683,62.5247740720806
"92",107624.311165186,243773.552039289,4085272.11154545,126035.708249284,7020.46399376042,910757.841744263,1128713.28102169,932767.415883804,334183.757785228,4663.67264120147,1011494.84709055,2836977.16693903,3946952.47257074,225871.533965487,54.8633650380932
